url,title,lead,content
https://www.liputan6.com/news/read/200657/gara-gara-korek-api-toko-elpiji-terbakar,"Gara-Gara Korek Api, Toko Elpiji Terbakar","Liputan6.com, Kediri:Toko elpiji milik Endang Pujiati, warga Desa Seketi, Kecamatan Ngadiluwih, Kediri, Jawa Timur, Sabtu (9/5) malam, ludes dilalap si jago merah. Diduga, sumber api dari korek yang dinyalakan saat lampu listrik padam.","Liputan6.com, Kediri:Toko elpiji milik Endang Pujiati, warga Desa Seketi, Kecamatan Ngadiluwih, Kediri, Jawa Timur, Sabtu (9/5) malam, ludes dilalap si jago merah. Diduga, sumber api dari korek yang dinyalakan saat lampu listrik padam. Pada waktu itu toko dipenuhi pembeli. Namun nahas, saat menyalakan korek api untuk penerangan, api langsung menyambar bensin sehingga menjalar ke seluruh bagian toko. Kobaran api semakin luas saat terjadi ledakan tabung gas yang berada di dalam toko tersebut. Lima mobil pemadam milik Pemerintah Kabupaten Kediri dan PT Gudang Garam dikerahkan untuk menjinakkan api. Kebakaran akhirnya dapat dikuasai dua jam kemudian. Tidak ada korban jiwa, namun kerugian diperkirakan mencapai ratusan juta rupiah.(ANS/Danang Sumirat) Advertisement"
https://www.liputan6.com/news/read/125013/kriminal-60-detik,Kriminal 60 Detik,"Berebut Air, Seorang Warga Dibunuh","Berebut Air, Seorang Warga Dibunuh Bondowoso:Seorang warga Tratakan, Bondowoso, Jawa Timur, tewas dibunuh di persawahan. Pelakunya tak lain juru air desa setempat. Pembunuhan ini dipicu perkara perebutan air untuk mengairi sawah. Terdakwa Kasus Abepura Dituntut 12 Tahun Advertisement Jayapura:Lois Gede, salah satu terdakwa kasus berdarah Abepura, Papua, dituntut ancaman 12 tahun penjara. Menurut jaksa penuntut umum, Lois terbukti melakukan kekerasan dan melawan petugas ketika berunjuk rasa menuntut penutupan PT Freeport Indonesia. Akibat perbuatan Lois, Brigadir Polisi Satu Arisona Rachman meninggal dunia[baca: Pembunuhan Tiga Polisi di Abepura Direkonstruksi]. Sidang Kasus Pabrik Ekstasi di Tangerang Ditunda Tangerang:Pengadilan Negeri Tangerang, Banten, Selasa (27/6), mulai menggelar sidang perkara pabrik ekstasi terbesar di Tangerang dan Banten. Sepuluh terdakwa termasuk dua warga asing disidang di ruang terpisah dengan agenda mendengarkan dakwaan. Namun keberadaan penerjemah sempat dipermasalahkan dalam persidangan karena tak memenuhi persyaratan. Masing-masing terdakwa tidak mengerti dan terjemahan dianggap tidak sesuai dengan isi dakwaan. Sidang akhirnya ditunda hingga pekan depan[baca: Perkara Pabrik Ekstasi di Tangerang Mulai Disidang].(DNP/Tim Liputan 6 SCTV)"
https://www.liputan6.com/news/read/123755/tiga-warga-jambi-tewas-keracunan-rempeyek-teri,Tiga Warga Jambi Tewas Keracunan Rempeyek Teri,"Musibah yang merenggut nyawa ini bermula ketika ketiga korban dan tiga anggota keluarga lainnya menyantap keripik teri. Entah mengapa, beberapa saat kemudian mereka pingsan dan kejang-kejang. Para korban langsung dilarikan ke Rumah Sakit Umum Tanjungjabung Timur. Tiga orang selamat. Namun nyawa Aisah, Supari, dan Novi tak dapat diselamatkan karena kondisinya sudah lemah. Ketiga jenazah lalu dikebumikan di pekuburan keluarga di Desa Rejosari.(DNP/Suhatman Pisang dan Jumadi Sabar)","Musibah yang merenggut nyawa ini bermula ketika ketiga korban dan tiga anggota keluarga lainnya menyantap keripik teri. Entah mengapa, beberapa saat kemudian mereka pingsan dan kejang-kejang. Para korban langsung dilarikan ke Rumah Sakit Umum Tanjungjabung Timur. Tiga orang selamat. Namun nyawa Aisah, Supari, dan Novi tak dapat diselamatkan karena kondisinya sudah lemah. Ketiga jenazah lalu dikebumikan di pekuburan keluarga di Desa Rejosari.(DNP/Suhatman Pisang dan Jumadi Sabar)"
https://www.liputan6.com/news/read/112953/gejala-flu-burung-dan-demam-berdarah-berbeda,Gejala Flu Burung dan Demam Berdarah Berbeda,"Untuk kasus flu burung, seorang pasien akan mengalami demam tinggi minimal 38 derajat Celsius, yang diselingi batuk dan gangguan tenggorokan. Selain itu, pasien juga dipastikan pernah melakukan kontak langsung dengan unggas yang positif terinfeksi flu burung. Sementara dari hasil laboratorium, kadar leukosit dan limposit turun secara drastis, namun kadar trombosit hanya turun sedikit.","Untuk kasus flu burung, seorang pasien akan mengalami demam tinggi minimal 38 derajat Celsius, yang diselingi batuk dan gangguan tenggorokan. Selain itu, pasien juga dipastikan pernah melakukan kontak langsung dengan unggas yang positif terinfeksi flu burung. Sementara dari hasil laboratorium, kadar leukosit dan limposit turun secara drastis, namun kadar trombosit hanya turun sedikit. Sedangkan untuk kasus demam berdarah, seorang pasien akan mengalami gejala demam tinggi yang disertai bercak merah di kulit. Sedangkan hasil laboratoriumnya akan menunjukkan penurunan secara drastis pada kadar trombosit.(ADO/Asti Megasari dan Agus Ginanjar)"
https://www.liputan6.com/news/read/127197/pembakaran-lahan-di-pontianak-masih-berlanjut,Pembakaran Lahan di Pontianak Masih Berlanjut,"Pembakaran lahan tidak hanya di kawasan hutan, tapi juga merambah ke pinggiran kota. Bahkan pada hari ini titik api terlihat sangat dekat dengan permukiman dan perkantoran, seperti di kawasan Jalan Ahmad Yani dan Jalan Sungai Raya Dalam. Sayang hingga kini, pemerintah setempat belum berbuat apa pun untuk mencegah pembakaran lahan[baca: Kabut Asap Menyelimuti Kota Jambi dan Pontianak].","Pembakaran lahan tidak hanya di kawasan hutan, tapi juga merambah ke pinggiran kota. Bahkan pada hari ini titik api terlihat sangat dekat dengan permukiman dan perkantoran, seperti di kawasan Jalan Ahmad Yani dan Jalan Sungai Raya Dalam. Sayang hingga kini, pemerintah setempat belum berbuat apa pun untuk mencegah pembakaran lahan[baca: Kabut Asap Menyelimuti Kota Jambi dan Pontianak]. Pembukaan ladang dengan membakar lahan juga terus dilakukan warga Kabupaten Bengkalis, Riau. Lahan yang dibakar sampai ke pinggir jalan raya bahkan berdekatan dengan bentangan pipa minyak milik PT Chevron Pasifik Indonesia (CPI). Pemerintah setempat sebenarnya secara terbuka telah melarang keras pembakaran lahan. Namun larangan disertai ancaman hukuman kurungan penjara itu tidak dipedulikan warga.(DNP/Amin Alkadrie dan Yusril Ardanis)"
https://www.liputan6.com/news/read/290659/sheila-anjie-selalu-berusaha-perhatikan-tisya,Sheila: Anjie Selalu Berusaha Perhatikan Tisya,"Liputan6.com, Jakarta:Selain mulai sibukmanggung, sejak kelahiran putri pertama bernama Tisya, kini artis Sheila Marcia pun harus menggendong sang buah hati itu ke mana ia pergi. Sementara, sebagai ayah, Anjie juga tidak lepas dari perhatian pada buah hatinya itu.","Liputan6.com, Jakarta:Selain mulai sibukmanggung, sejak kelahiran putri pertama bernama Tisya, kini artis Sheila Marcia pun harus menggendong sang buah hati itu ke mana ia pergi. Sementara, sebagai ayah, Anjie juga tidak lepas dari perhatian pada buah hatinya itu. ""Kalau Anjie laginggakmanggung, paling dia juganengokTisya. Anjie selaluusahainuntukperhatiinTisya, kalau nggak sempat paling diaBBM-in(BlackBerrymessages) aku,"" ujar Sheila saat ditemui usai mengisi pada acaraSensasi Artisdi Studio Penta, Kebon Jeruk, Jakarta Barat, baru-baru ini. Lahirnya sang buah hati, bagi Sheila suatu anugerah yang luar biasa. Terutama, mempererat hubungan antara ia dan Anjie, yang sebelumnya kurang disetujui oleh orangtua Sheila. Sekaligus sebagai proses bagi Sheila menuju pada kedewasaan. ""Ada yang bilang aku lebih sabar, emosinya bisa dikontrol,"" ujar Sheila. Advertisement ""Yang jelas yang mama didik ke aku, akan aku didik ke anakku,"" lanjut Sheila. Untuk itu demi buah hatinya, Sheila harus memilihjobyang ditawarkan. Pasalnya, Sheila tidak ingin menelantarkan buah hatinya itu. ""Yang pasti akumilih-milihdulu. Yang jadwalnya bisa disesuaikan dengan waktuku ngerawat Tisya,"" imbuh Sheila.(ANS)"
https://www.liputan6.com/news/read/151382/presiden-tolak-tudingan-bertemu-buronan,Presiden Tolak Tudingan Bertemu Buronan,"Liputan6.com, Jakarta:Sindiran Abdurrahman Wahid alias Gus Dur tentang buronnya Adelin Lies yang dikaitkan dengan pertemuan Ibu Negara Ani Yudhoyono, kini ditanggapi langsung Presiden Susilo Bambang Yudhoyono. Dalam sebuah kesempatan di Jakarta, Presiden menolak tudingan itu. Yudhoyono yang akrab dipanggil SBY itu pun menegaskan dirinya tak main-main dalam urusan pemberantasan korupsi. Ini termasuk upaya penegakan hukum terhadap sejumlah pengusaha hitam. Ia sekaligus mengingatkan agar semua pihak tak melempar isu yang tidak memiliki dasar dan bersifat fitnah.","Liputan6.com, Jakarta:Sindiran Abdurrahman Wahid alias Gus Dur tentang buronnya Adelin Lies yang dikaitkan dengan pertemuan Ibu Negara Ani Yudhoyono, kini ditanggapi langsung Presiden Susilo Bambang Yudhoyono. Dalam sebuah kesempatan di Jakarta, Presiden menolak tudingan itu. Yudhoyono yang akrab dipanggil SBY itu pun menegaskan dirinya tak main-main dalam urusan pemberantasan korupsi. Ini termasuk upaya penegakan hukum terhadap sejumlah pengusaha hitam. Ia sekaligus mengingatkan agar semua pihak tak melempar isu yang tidak memiliki dasar dan bersifat fitnah. Seperti diberitakan, Senin malam silam, mantan Presiden Abdurrahman Wahid mengatakan bahwa mantan terdakwa pembalakan liar Adelin Lies pernah bertemu Ibu Ani Yudhoyono. Bahkan, Gus Dur menyatakan informasi yang diperolehnya valid. ""Kalau saya bohong, silakan tuntut ke pengadilan,"" ucap Gus Dur menantang[baca: Gus Dur: Adelin Lies Bertemu Ibu Ani]. Adelin adalah tersangka kasus pembalakan liar yang membabat hutan secara ilegal dengan kerugian negara sangat besar. Namun, majelis hakim Pengadilan Negeri Medan, Sumatra Utara, memvonis bebas Adelin. Kini Adelin buron, polisi pun masih sibuk mencari[baca: Adelin Lies Terus Diburu].(ANS/Asti Megasari dan Rudi Utomo) Advertisement"
https://www.liputan6.com/news/read/127414/tim-pendaki-carstensz-sctv-berangkat-ke-papua,Tim Pendaki Carstensz SCTV Berangkat ke Papua,Rencananya bertepatan dengan hari ulang tahun ke-16 SCTV pada 24 Agustus mendatang tim sudah tiba di Puncak Jaya Wijaya yang berada pada ketingian 4.862 meter dari permukaan laut untuk melakukan siaran langsung. Setelah itu pendakian dilanjutkan menuju Puncak Carstensz yang berada pada ketinggian 4.884 meter. Tim SCTV Goes To Carstensz akan menjadi yang pertama di dunia jika mampu melakukan siaran langsung dari puncak Carstensz [baca: Tim SCTV Goes To Carstensz Berangkat Malam Ini].(ADO/Yon Helfi),Rencananya bertepatan dengan hari ulang tahun ke-16 SCTV pada 24 Agustus mendatang tim sudah tiba di Puncak Jaya Wijaya yang berada pada ketingian 4.862 meter dari permukaan laut untuk melakukan siaran langsung. Setelah itu pendakian dilanjutkan menuju Puncak Carstensz yang berada pada ketinggian 4.884 meter. Tim SCTV Goes To Carstensz akan menjadi yang pertama di dunia jika mampu melakukan siaran langsung dari puncak Carstensz [baca: Tim SCTV Goes To Carstensz Berangkat Malam Ini].(ADO/Yon Helfi)
https://www.liputan6.com/news/read/124421/gmni-meminta-sejumlah-ormas-diberi-sanksi,GMNI Meminta Sejumlah Ormas Diberi Sanksi,"Permintaan ini terungkap usai para pengurus GMNI bertemu dengan Presiden Yudhoyono di Istana Presiden di Jakarta Pusat, Selasa (13/6). Menurut Sekretaris Jenderal GMNI Sonny Paramita, sejumlah ormas yang harus diberi sanksi di antaranya Majelis Mujahidin Indonesia (MMI), Front Pembela Islam (FPI), dan Forum Betawi Rempug (FBR).","Permintaan ini terungkap usai para pengurus GMNI bertemu dengan Presiden Yudhoyono di Istana Presiden di Jakarta Pusat, Selasa (13/6). Menurut Sekretaris Jenderal GMNI Sonny Paramita, sejumlah ormas yang harus diberi sanksi di antaranya Majelis Mujahidin Indonesia (MMI), Front Pembela Islam (FPI), dan Forum Betawi Rempug (FBR). Namun demikian, pernyataan pengurus GMNI soal sejumlah nama ormas ini langsung dibantah Juru Bicara Presiden Andi Mallarangeng. Menurut Andi, dalam pertemuan Presiden dengan para pengurus GMNI itu tidak menyebut nama ormas yang akan diberi sanksi [baca: Tiga Kriteria Pembubaran Ormas].(ZIZ/Tim Liputan 6 SCTV)"
https://www.liputan6.com/news/read/171860/warga-pekanbaru-diimbau-pakai-masker,Warga Pekanbaru Diimbau Pakai Masker,"Liputan6.com, Pekanbaru:Asap masih menyelimuti Kota Pekanbaru, Riau, Sabtu (24/1) siang, sehingga udara terus memburuk. Pemerintah daerah setempat telah mengimbau warga memakai masker, terutama para pengendara sepeda motor. Status siaga satu kabut asap juga sudah diberlakukan menyusul semakin luasnya kebakaran hutan dan lahan.","Liputan6.com, Pekanbaru:Asap masih menyelimuti Kota Pekanbaru, Riau, Sabtu (24/1) siang, sehingga udara terus memburuk. Pemerintah daerah setempat telah mengimbau warga memakai masker, terutama para pengendara sepeda motor. Status siaga satu kabut asap juga sudah diberlakukan menyusul semakin luasnya kebakaran hutan dan lahan. Kabut asap dikhawatirkan akan menyeberang ke negara tetangga, seperti Malaysia dan Singapura. Jumlah lahan yang terbakar hingga kini diperkirakan mencapai 1.500 hektare lebih. Tersebar di Bengkalis, Siak, Pelalawan, Kampar, dan Kota Dumai[baca: Kabut Asap di Riau dan Sumbar Meluas].(ANS/Yusril Ardanis)"
https://www.liputan6.com/news/read/183775/pelajar-sma-di-depok-rampok-taksi,Pelajar SMA di Depok Rampok Taksi,"Liputan6.com, Depok:Seorang pelajar sekolah menengah atas swasta terkemuka di Depok, Jawa Barat mencoba merampok sopir Taksi Putra, Jumat (5/10). Aksi Arman dapat digagalkan warga. Tersangka berusia 16 tahun akhirnya babak belur dihajar massa.","Liputan6.com, Depok:Seorang pelajar sekolah menengah atas swasta terkemuka di Depok, Jawa Barat mencoba merampok sopir Taksi Putra, Jumat (5/10). Aksi Arman dapat digagalkan warga. Tersangka berusia 16 tahun akhirnya babak belur dihajar massa. Aksi tersangka diketahui warga saat taksi yang dikemudikan Sunarto berhenti secara mendadak di mulut Jalan Margonda Raya. Saat itu sejumlah warga sedang berkumpul menunggu sahur dan mendengar suara minta tolong dari dalam taksi. Dalam beraksi, tersangka menggunakan sebuah pisau cuter, seutas tambang plastik, dan sebuah pistol mainan. Tersangka mengaku nekatnya merampok karena dipaksa seseorang yang tengah menyandera temannya dan meminta tebusan. Advertisement Untuk penyelidikan lebih lanjut, tersangka ditahan di Markas Kepolisian Sektor Beji, Depok. Dapat dipastikan tersangka yang sebenarnya berasal dari keluarga mampu ini harus berlebaran di dalam sel tahanan.(JUM/Nahyudi)"
https://www.liputan6.com/news/read/121677/jakarta-memperkenalkan-asuransi-parkir,Jakarta Memperkenalkan Asuransi Parkir,"Selama ini, pengguna jasa parkir sering menjadi korban. Seperti pengakuan Radi Sutama, pegawai periklanan di kawasan T.B. Simatupang, Jakarta Selatan. Pada 20 Agustus 2005, dia memarkir mobil Suzuki Escudo di pelataran Jakarta Convention Centre untuk menghadiri pernikahan teman. Namun nahas, sewaktu pulang mobilnya telah raib.","Selama ini, pengguna jasa parkir sering menjadi korban. Seperti pengakuan Radi Sutama, pegawai periklanan di kawasan T.B. Simatupang, Jakarta Selatan. Pada 20 Agustus 2005, dia memarkir mobil Suzuki Escudo di pelataran Jakarta Convention Centre untuk menghadiri pernikahan teman. Namun nahas, sewaktu pulang mobilnya telah raib. Meski begitu, efektivitas asuransi parkir mengundang tanda tanya. Apalagi sudah ada Undang-Undang Perlindungan Konsumen yang mengatur klaim kerusakan maupun kehilangan kendaraan bermotor, termasuk tarif parkir. Hontas, misalnya, pernah kehilangan mobil di salah satu lahan parkir sebuah perusahaan pengelola jasa parkir. Meski tidak menggunakan jasa asuransi, dia memenangkan klaim setelah melalui proses pengadilan. Badan Pengelola Perpakiran DKI Jaya mengakui beberapa kasus di lahan parkir terjadi karena ada perbedaan Peraturan Daerah Nomor 5 Tahun 1999 tentang Perpakiran dan UU Perlindungan Konsumen. Dalam perda pengguna jasa parkir hanya menyewa lahan dan tak berhak mendapat ganti rugi kerusakan maupun kehilangan kendaraan. Advertisement Untuk mengakomodasi kepentingan perda dan UU Perlindungan Konsumen. Rencananya premi untuk kendaraan parkir di pinggir jalan atauon streetsebesar Rp 1.000 untuk mobil dan sepeda motor Rp 500. Sedangkan di lahan parkir, untuk mobil Rp 500 dan sepeda motor Rp 300. Klaim asuransi untuk kerusakan maupun kehilangan maksimal sebesar Rp 100 juta untuk mobil.(MAK/Tim Liputan 6 SCTV)"
https://www.liputan6.com/news/read/158673/ruang-kelas-disegel-komite-sekolah,Ruang Kelas Disegel Komite Sekolah,"Liputan6.com, Kupang:Murid Sekolah Dasar Tuadale di Kecamatan Kupang Barat, Nusa Tenggara Timur, terpaksa belajar di bawah pohon. Pasalnya, sudah empat bulan mereka tidak bisa masuk kelas karena pintu kelasnya dikunci pihak komite sekolah.","Liputan6.com, Kupang:Murid Sekolah Dasar Tuadale di Kecamatan Kupang Barat, Nusa Tenggara Timur, terpaksa belajar di bawah pohon. Pasalnya, sudah empat bulan mereka tidak bisa masuk kelas karena pintu kelasnya dikunci pihak komite sekolah. Menurut Johan Yulius, ketua komite sekolah, belum lama ini, kejadian ini bermula saat pihaknya meminjamkan uang kepada pihak sekolah untuk pembangunan tiga unit kelas senilai Rp 162.200.000. Namun, hingga kini utang itu belum lunas. Pemerintah daerah baru membayar sekitar Rp 56.250.000. Sebelum utang kepada pihak komite sekolah belum lunas maka murid-murid SD Tuadale tak akan pernah bisa belajar di dalam ruang kelas. Johan menambahkan akan tetap menyegel tiga ruang yang baru dibangun ini hingga pemerintah melunasi pembayaran secara utuh. Kepala SD Tuadale, Ayub Labagai, mengatakan, pihaknya telah melaporkan kejadian ini kepada Dinas Pendidikan Kabupaten Kupang mengenai penyegelan tersebut. Namun, hingga saat ini belum juga ditanggapi.(IAN/Didimus Payong Dore) Advertisement"
https://www.liputan6.com/news/read/114426/pendidikan-bukan-alasan-untuk-menganiaya-anak,Pendidikan Bukan Alasan untuk Menganiaya Anak,"Namun di lain sisi, terkuaknya beragam kasus pelanggaran hak anak ini menjadi salah satu bukti nyata keberhasilan sosialisasi Undang-undang Nomor 23 Tahun 2002 tentang Perlindungan Anak. ""Masyarakat semakinawarebahwa kasus-kasus penganiayaan anak harus melaporkan,"" ungkap Rachma Fitriati, aktivis Komisi Nasional Perlindungan Anak dalam dialogLiputan 6 Pagiyang dipandu Ariyo Ardi di Jakarta, Senin (19/12). Kasus Anggi dan Ismi, misalnya, terungkap setelah tetangga melaporkan penganiayaan mereka ke Kepolisian Sektor Tangerang, Banten[baca: Karena Stres, Ibu Menyiksa Anak].","Namun di lain sisi, terkuaknya beragam kasus pelanggaran hak anak ini menjadi salah satu bukti nyata keberhasilan sosialisasi Undang-undang Nomor 23 Tahun 2002 tentang Perlindungan Anak. ""Masyarakat semakinawarebahwa kasus-kasus penganiayaan anak harus melaporkan,"" ungkap Rachma Fitriati, aktivis Komisi Nasional Perlindungan Anak dalam dialogLiputan 6 Pagiyang dipandu Ariyo Ardi di Jakarta, Senin (19/12). Kasus Anggi dan Ismi, misalnya, terungkap setelah tetangga melaporkan penganiayaan mereka ke Kepolisian Sektor Tangerang, Banten[baca: Karena Stres, Ibu Menyiksa Anak]. Lebih jauh, perempuan yang akrab disapa Rachma ini menuturkan, faktor pemicu kekerasan terhadap anak antara lain, dalam bahasa Komnas Perlindungan Anak, adalah kekerasan negara. Perangai ganas orang tua bisa disebabkan stres akibat berbagai kebijakan negara seperti kenaikan harga bahan bakar minyak. ""Untuk itu, negara hendaknya mempertimbangkan dampak [suatu kebijakan] terhadap anak saat membuat kebijakan,"" jelas Rachma seraya mencontohkan Amerika Serikat yang memberikan jaminan sosial untuk kesejahteraan anak. Faktor lainnya adalah kesiapan orang tua menyikapi hak-hak anak yang dijamin UU Perlindungan Anak. Salah satunya adalah Pasal 10 yang menjamin kebebasan anak untuk menyampaikan pendapat. Karena itu, orang tua diharapkan bisa memahami konsep kemitraan yang positif bersama anak. Advertisement Meski demikian, UU Perlindungan Anak bukannya tanpa kekurangan. Salah satunya adalah perlindungan anak sebagai saksi korban dalam kasus penganiayaan anak. Sebagai contoh, Rachma menambahkan, perlakuan pengadilan terhadap Anggi. Karena tak ada aturan jelas, majelis hakim meminta Anggi dipangku orang tua asuhnya. Dampaknya, Anggi terus meminta mandi dan mencekik orang-orang di sekitarnya. ""Jadi pemerintah harus mempertimbangkan efek di sisi psikis,"" jelas Rachma. Salah satu cara untuk menangani guncangan psikologis akibat penganiayaan adalah dengan konsep non-panti. Konsep ini menempatkan korban dalam sebuah keluarga lengkap yakni memiliki ayah, ibu, dan saudara kandung. Di tempat itu, anak diharapkan bisa belajar berbagi, berterima kasih, dan memaafkan. Satu hal lainnya adalah menekankan konseprewardalias hadiah dalam mendidik anak bukanpunishmentatau hukuman. Termasuk meniadakan hukuman badani di lingkungan sekolah. ""Itu bukan pendidikan terbaik buat anak,"" ujar Rachma. Kesalahan lainnya adalah menganggap anak sebagai investasi. Bagi Rachma, anggapan bahwa seorang anak harus berbakti kepada orang tua yang telah bersusah payah melahirkan dan membesarkannya adalah keliru. Anak harus didengar dan berhak menyampaikan pendapat yang tentu saja dalam konsep proporsinal. Sebab, tambah Rachma, UU Perlindungan Anak juga mewajibkan anak menghormati orang tua, guru, wali, agama, dan lain-lain. Rachma kembali menegaskan, tidak ada lagi alasan bagi orang tua untuk menyiksa anak apalagi dengan dalih mendidik perilaku. Tugas orang tua adalah membimbing anak. Tak bisa dibayangkan, apa jadinya mereka di saat dewasa kelak jika rasa aman dan keceriaan masa kanak-kanaknya terenggut karena rumah tak bisa lagi menjadi naungan.(TOZ/Tim Liputan 6 SCTV)"
https://www.liputan6.com/news/read/229963/rumania-vs-prancis,Rumania vs Prancis,PREDIKSI PELUANG,PREDIKSI PELUANG TEAM 1 Peluang* TEAM 2 Rumania 30% 34% 36% Prancis
https://www.liputan6.com/news/read/159310/empat-orang-tewas-keracunan,Empat Orang Tewas Keracunan,"Liputan6.com, Kendal:Empat orang meninggal dan dua lainnya kritis karena keracunan. Korban tewas setelah menyantap makanan yang dihidangkan dalam acara selamatan Pondok Pesantren Darusalam di Kendal, Jawa Tengah, Senin (12/5). Mereka sempat dirawat di rumah sakit setempat.","Liputan6.com, Kendal:Empat orang meninggal dan dua lainnya kritis karena keracunan. Korban tewas setelah menyantap makanan yang dihidangkan dalam acara selamatan Pondok Pesantren Darusalam di Kendal, Jawa Tengah, Senin (12/5). Mereka sempat dirawat di rumah sakit setempat. Puluhan santri lainnya juga harus mendapat perawatan. Para santri ini mengaku mual, pusing, dan muntah-muntah tak lama setelah menyantap hidangan berupa nasi jagung dan ikan pindang. Polisi kini tengah menangani peristiwa ini termasuk meneliti sampel hidangan.(TOZ/Yon Daryono)"
https://www.liputan6.com/news/read/127576/lintas-daerah,Lintas Daerah,"Liputan6.com, Ambon:Sebanyak 488 senjata rakitan sisa kerusuhan dimusnahkan aparat TNI di Markas Peralatan Amunisi Komando Daerah Militer XVI Pattimura di Waeheru, Ambon, Maluku, Rabu (16/7). Senjata yang terdiri dari 253 laras panjang dan 231 laras pendek itu adalah hasil sitaan atau penyerahan secara sukarela dari masyarakat Maluku sejak Februari hingga Juli 2006.","Liputan6.com, Ambon:Sebanyak 488 senjata rakitan sisa kerusuhan dimusnahkan aparat TNI di Markas Peralatan Amunisi Komando Daerah Militer XVI Pattimura di Waeheru, Ambon, Maluku, Rabu (16/7). Senjata yang terdiri dari 253 laras panjang dan 231 laras pendek itu adalah hasil sitaan atau penyerahan secara sukarela dari masyarakat Maluku sejak Februari hingga Juli 2006. Mahasiswa Bengkulu Mengajak Memboikot Produk AS Bengkulu:Walau gencatan senjata di Lebanon sudah tercapai, aksi mengutuk agresi Israel masih terjadi di Bengkulu. Mahasiswa di Bengkulu berdemonstrasi dan mengajak masyarakat memboikot produk-produk Amerika Serikat karena negara itu selalu mendukung Israel. Nyaris terjadi bentrokan saat mahasiswa berusaha mencegah polisi memadamkan api pembakaran produk-produk AS. Advertisement Puluhan Penghuni Panti Jompo Terkena Diare Balikpapan:Puluhan penghuni panti jompo di Balikpapan, Kalimantan Timur, terkena diare. Tujuh orang dilarikan ke rumah sakit dan satu orang meninggal dunia. Awalnya mereka diduga keracunan makanan. Namun Kepala Dinas Kesehatan Kota Balikpapan Dyah Muryani menyatakan mereka terkena diare pada level kritis yang disebabkan kondisi lingkungan. Kekeringan, Ribuan Tanaman Cabai Dipanen Lebih Awal Serang:Ribuan tanaman cabai di Serang, Banten terpaksa dipanen lebih awal akibat kekeringan. Bila tidak segera dipanen, cabai dipastikan akan mati. Hal ini menyebabkan para petani mengalami kerugian hingga puluhan juta rupiah karena harga jualnya jauh lebih rendah dibanding hasil panen normal.(DNP/Tim Liputan6 SCTV)"
https://www.liputan6.com/news/read/123339/sampah-di-bandung-mulai-dibersihkan,Sampah di Bandung Mulai Dibersihkan,"Tumpukan sampah di Bandung memang tidak selamanya dibuang ke TPA Pasir Buluh. Rencananya, sampah-sampah di Kota Kembang dibuang ke daerah Pasir Bajing, Garut dan Babakan, Ciparay, Bandung. Namun sampai sekarang Pemkot Bandung belum mendapat izin dari kedua pemerintah daerah setempat itu.","Tumpukan sampah di Bandung memang tidak selamanya dibuang ke TPA Pasir Buluh. Rencananya, sampah-sampah di Kota Kembang dibuang ke daerah Pasir Bajing, Garut dan Babakan, Ciparay, Bandung. Namun sampai sekarang Pemkot Bandung belum mendapat izin dari kedua pemerintah daerah setempat itu. Masalah sampah di Bandung mulai mengundang perhatian bahkan hingga ke tingkat nasional. Selain menebarkan aroma tidak sedap, sampah sudah menggunung di berbagai sudut Kota Bandung seperti di Jalan Sederhana, Jalan Bungur, dan Jalan Pasteur. Bahkan tumpukan sampah di beberapa tempat itu sudah penuh belatung. Presiden Susilo Bambang Yudhoyono prihatin dengan kondisi ini. Menteri Negara Lingkungan Hidup Rachmat Witoelar juga mengaku kecewa melihat pemandangan Bandung yang nyaris menjadi lautan sampah. Rahmat memberi waktu tiga pekan kepada Pemkot Bandung untuk menangani masalah ini[baca: Sampah Kota Bandung Akan Dibersihkan Secepatnya]. Advertisement Sementara itu, ratusan warga Desa Wangun Harja, Lembang, Bandung mendatangi kantor desa menolak pembuangan sampah dari Kota Bandung di TPA Pasir Buluh. Mereka hanya mau menyediakan TPA seluas satu hektare dan itu pun hanya untuk menampung sampah dari kawasan Lembang dan sekitarnya. Warga takut tumpukan sampah akan mengganggu kesehatan mereka. Penduduk Desa Sukaraja, Kecamatan Banyuresmi pun menolak kiriman sampah dari Bandung. Mereka menghadang dan memblokade ruas jalan menuju TPA Pasir Bajing. Warga menutup jalan setelah mendengar kabar akan kedatangan alat berat dan truk-truk sampah dari Bandung. Selain memasang palang dan mendirikan tenda, aksi diwarnai pembakaran ban bekas di pintu gerbang TPA Pasir Bajing. Akibatnya sejumlah truk pengangkut sampah dari Kabupaten Garut tidak dapat membongkar muatan. Namun, tindakan warga sebenarnya bertolak belakang dengan kesepakatan yang dicapai saat Gubernur Jawa Barat meninjau lokasi TPA Pasir Bajing. Ketika itu disepakati sampah dari Bandung dapat dibuang di TPA Pasir Bajing hanya untuk beberapa hari.(ICH/Tim Liputan 6 SCTV)"
